"","index","UNITID","UGDS_BLACK","UGDS_HISP","COMPL_RPY_5YR_RT","NPT4_PUB","ADM_RATE","RET_FT4","DEBT_MDN","PCTPELL","MD_EARN_WNE_P10","grad_total","C150_4_BLACK","C150_4_HISP"
"5935",5935,450076,3.06071871369462,-0.641112406909538,-2.185998783067,0.87737256117995,NA,NA,-0.931260409276398,1.39066011725955,0.0995374914025565,NA,NA,NA
"5936",5936,450085,0.191174470616954,-0.436259209960087,-0.0218824215190927,1.37095142598703,NA,-1.35184150873385,0.12851238587711,0.52893131033379,-0.161229352453247,-0.671805297237231,0.065760452949862,-0.460679107819942
"5937",5937,450094,-0.679301419497798,0.438859271745026,0.770675847613074,1.03383511041919,NA,-0.809021331157952,-0.244169383847135,0.804666824825186,0.284819196247469,-0.501927922590766,-1.53238344882101,0.180757977864416
"5938",5938,450119,-0.467022789853249,0.132927194721832,-0.986063171362693,0.47145434324506,NA,NA,-0.569258810931883,1.20388582012413,-1.19057215714721,NA,NA,NA
"5939",5939,450128,1.289504990455,-0.628982941300689,-0.986063171362693,0.806359633595057,NA,NA,-0.569258810931883,1.0171115229887,-0.490619049955314,NA,NA,NA
"5940",5940,450146,-0.60275650482513,-0.238144605015551,NA,-0.18665080983105,NA,NA,2.00428774872749,-1.09051692004184,NA,NA,NA,NA
"5941",5941,450173,0.0754670414605968,-0.492414143334388,-1.84114129526002,0.866577555704591,NA,NA,-0.169220812761314,1.08836901549772,-0.504343620684567,NA,NA,NA
"5942",5942,450182,1.914770136473,0.697171965266812,-1.19322746406814,0.468593016492556,NA,NA,-0.337855097704411,-0.763440603494265,-1.27291958152272,NA,NA,NA
"5943",5943,450191,1.29217516189706,-0.516223835085092,-1.46002458112408,0.0288591187553363,NA,NA,-0.0365618419394111,1.48094911397905,-0.51806819141382,NA,NA,NA
"5944",5944,450207,0.127090356007279,-0.163121614027485,-0.590438633562862,NA,NA,NA,0.423997127382959,1.12820239640337,0.408340332810745,-0.765278147474441,-1.06252914170037,2.10468444962314
"5945",5945,450216,1.78615687867998,-0.609216404752935,-0.590438633562862,0.911448361596144,1.21588969992394,1.49719772837354,0.423997127382959,0.937444761177384,0.408340332810745,-1.24605144572917,-0.866356977758,-1.74316849389431
"5946",5946,450225,2.26278248108943,-0.628533701833694,-0.590438633562862,1.18431488553956,1.24173587448194,NA,0.423997127382959,1.00471891559583,0.408340332810745,-1.10128521511491,-0.274644198127334,-0.781205258014945
"5947",5947,450234,-0.139036731052343,-0.229159815675663,-0.590438633562862,1.13138034061822,0.238521395341946,NA,0.423997127382959,1.04853563459206,0.408340332810745,-0.610891800320301,-0.644614511387291,-1.74316849389431
"5948",5948,450243,2.91163414151239,-0.62404130716375,-0.590438633562862,1.04593071896387,0.912915098160766,NA,0.423997127382959,1.19105061961008,0.408340332810745,-0.886717872717512,-0.0796706421112876,NA
