"","UNITID","C150_4_WHITE","C150_4_ASIAN","C150_4_BLACK","C150_4_HISP","UGDS_WHITE","UGDS_BLACK","UGDS_ASIAN","UGDS_HISP","COMPL_RPY_3YR_RT","COMPL_RPY_5YR_RT","COMPL_RPY_7YR_RT","ADM_RATE","RET_FT4","NPT4_PRIV","NPT4_PUB","DEBT_MDN","PCTPELL","MD_EARN_WNE_P10","MD_EARN_WNE_P6","MD_EARN_WNE_P8"
"144",106494,NA,NA,NA,NA,0.8393,0.1429,0,0,"0.5267175573","0.5798319328","0.5892857143",NA,NA,9645,NA,"8500",0.7326,"13800","15600","13600"
"145",106546,NA,NA,NA,NA,0.7419,0.1995,0.0125,0.0137,"0.8568329718","0.8439306358","PrivacySuppressed",0.6154,NA,20447,NA,"10498",0.5033,"43200","40300","39900"
"146",106625,NA,NA,NA,NA,0.9489,0.0284,6e-04,0.0136,"PrivacySuppressed","PrivacySuppressed","0.7090909091",NA,NA,NA,6239,"7000",0.6161,"27000","20300","24100"
"147",106704,0.4718,0.5926,0.2914,0.4211,0.6545,0.1969,0.0168,0.0434,"0.9045566502","0.9120458891","0.9172633254",0.9426,0.6991,NA,11087,"11000",0.4101,"36500","28500","33800"
"148",106713,0.3448,NA,0,0,0.6701,0.2221,0.0013,0.0419,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",0.5697,0.7105,12237,NA,"10487",0.4426,"31300","28500","30900"
"149",106795,NA,NA,NA,NA,0.6505,0.0871,0.0048,0.2043,NA,NA,NA,NA,NA,NA,5989,"PrivacySuppressed",0.3534,"22900","20200","20300"
"150",106810,0.1887,NA,0.2222,NA,0.9364,0.0347,0.0058,0.0231,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,0.5,12476,NA,"8250",0.475,"31700","23500","22100"
"151",106829,NA,NA,NA,NA,0.3726,0.5991,0,0.0094,NA,NA,NA,NA,NA,NA,2373,"PrivacySuppressed",0.8427,"20100","17500","18300"
"152",106883,NA,NA,NA,NA,0.5355,0.4208,0.0137,0.0191,"PrivacySuppressed","0.6363636364","0.6595744681",NA,NA,NA,3547,"2000",0.4102,"20900","17000","20200"
"153",106892,NA,NA,NA,NA,0.322,0.639,0,0.039,"0.4071856287","0.4685314685","0.4967602592",NA,NA,12323,NA,"3412",0.6927,"18600","16800","18300"
"154",106908,NA,NA,NA,NA,0.6859,0.1985,0.0025,0.0578,"0.5608695652","0.6730769231","PrivacySuppressed",NA,NA,17281,NA,"9833",0.514,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"155",106980,NA,NA,NA,NA,0.7871,0.1194,0.0132,0.0591,"0.5873786408","0.5913043478","0.6944444444",NA,NA,NA,8575,"9500",0.6389,"25700","20300","22200"
"156",106999,NA,NA,NA,NA,0.8397,0.0356,0.0084,0.0534,"0.6227106227","0.6349206349","0.6754385965",NA,NA,NA,1778,"7362.5",0.5855,"24600","22800","23000"
"157",107044,0.6299,NA,0.3929,0.4231,0.8299,0.0397,0.008,0.0308,"0.9549945115","0.9374325782","0.951285521",0.9912,0.8194,24580,NA,"19500",0.2663,"38000","31300","36000"
"158",107071,0.4031,0.2,0.2431,0.4,0.6569,0.2365,0.0071,0.0422,"0.7090909091","0.8370044053","0.8623595506",0.6278,0.5974,NA,9716,"9500",0.5408,"34500","26400","32100"
"159",107080,0.7407,0.5,0.4706,0.75,0.7753,0.0492,0.0567,0.0492,"0.9166666667","PrivacySuppressed","PrivacySuppressed",0.8282,0.8667,23563,NA,"18225",0.1861,"40500","26900","32100"
"160",107099,NA,NA,NA,NA,0.7907,0.093,0.0233,0.093,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,NA,11398,NA,"4300",0.8636,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"161",107123,NA,NA,NA,NA,0.8356,0.1644,0,0,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,NA,NA,NA,"14324",0.625,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"162",107141,0.592,0.25,0.4,0.7778,0.7618,0.0253,0.0121,0.0591,"0.9471830986","0.9548532731","0.9611650485",0.6978,0.8449,19034,NA,"18750",0.3053,"46700","37500","42900"
"163",107211,NA,NA,NA,NA,0.3929,0.4643,0,0.0714,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,NA,13463,NA,"7370.5",0.641,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"164",107220,NA,NA,NA,NA,0.6628,0.0494,0.0116,0.2616,"0.5939086294","0.4146341463",NA,NA,NA,14054,NA,"6365",0.3866,"PrivacySuppressed","PrivacySuppressed","16500"
"165",107293,NA,NA,NA,NA,0.6961,0.0294,0.0098,0.0686,"0.6","0.75","PrivacySuppressed",NA,NA,13414,NA,"9167",0.6987,"PrivacySuppressed","14200","PrivacySuppressed"
"166",107318,NA,NA,NA,NA,0.3798,0.5537,0.008,0.0098,NA,NA,NA,NA,NA,NA,11141,"PrivacySuppressed",0.5666,"22600","17200","20800"
"167",107327,NA,NA,NA,NA,0.6249,0.3105,0.0048,0.0434,"0.8023255814","0.6753246753","0.7108433735",NA,NA,NA,8092,"3200",0.4435,"23000","19900","22600"
"168",107363,NA,NA,NA,NA,0.6444,0.2444,0,0.1111,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,NA,12430,NA,"4203",0.7791,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"169",107442,NA,NA,NA,NA,0.0149,0.9851,0,0,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,NA,14139,NA,"9500",0.7553,"13400","14400","16300"
"170",107460,NA,NA,NA,NA,0.9061,0.0036,0.0024,0.0475,"0.6630824373","0.6220095694","0.712962963",NA,NA,NA,3785,"7500",0.6128,"24600","21100","22400"
"171",107488,NA,NA,NA,NA,0.8914,0.0075,0.0075,0.0637,NA,NA,NA,NA,NA,NA,6339,"PrivacySuppressed",0.2817,"26500","24800","25200"
"172",107512,0.6023,NA,0.3871,0.3333,0.8426,0.079,0.0089,0.0399,"0.9591836735","0.9452736318","0.9456521739",0.7061,0.7583,18488,NA,"15000",0.289,"37400","27700","35700"
"173",107521,NA,NA,NA,NA,0.7667,0.1519,0.0012,0.0432,"0.74375","0.6260162602","0.6323529412",NA,NA,NA,8454,"6000",0.3411,"25700","21100","24500"
"174",107549,NA,NA,NA,NA,0.9709,0.0066,0.0038,0.0131,"PrivacySuppressed","0.7073170732","0.6730769231",NA,NA,NA,6400,"9250",0.6743,"24700","17700","20300"
"175",107558,0.4605,1,0.375,0.3333,0.6713,0.0571,0.0017,0.1488,"0.8068181818","0.8375","PrivacySuppressed",0.8892,0.6792,15008,NA,"12000",0.4239,"36600","27200","28200"
"176",107585,NA,NA,NA,NA,0.7651,0.0875,0.0073,0.062,"0.7123893805","0.7947019868","0.7868852459",0.6181,NA,NA,5566,"4823.5",0.6836,"26100","24100","25000"
"177",107600,0,NA,0.3798,0,0.0053,0.9027,0.0053,0.0035,"0.4920634921","0.6458333333","0.6129032258",NA,0.7836,13489,NA,"20000",0.7176,"24300","21500","20700"
"178",107619,NA,NA,NA,NA,0.4408,0.5215,0.0026,0.013,"0.4814814815","0.5882352941","0.5909090909",NA,NA,NA,4177,"3629.5",0.3613,"21100","17600","19200"
"179",107637,NA,NA,NA,NA,0.3548,0.6225,0.0053,0.0121,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,NA,NA,3773,"3500",0.6527,"25000","22100","23000"
"180",107655,NA,NA,NA,NA,0.7234,0.234,0,0,"PrivacySuppressed","PrivacySuppressed",NA,NA,NA,7325,NA,"8177",0.6308,"13800","PrivacySuppressed","PrivacySuppressed"
"181",107664,NA,NA,NA,NA,0.3742,0.5115,0.0109,0.0383,"0.5448717949","0.5407801418","0.6650485437",NA,NA,NA,9647,"11000",0.6441,"27900","23200","25000"
"182",107725,NA,NA,NA,NA,0.5436,0.372,0.0037,0.0696,"0.4285714286","PrivacySuppressed","0.6",NA,NA,NA,9109,"2625",0.5753,"22200","21400","21100"
"183",107743,NA,NA,NA,NA,0.8705,0.0019,0.0113,0.0394,NA,NA,NA,NA,NA,NA,5714,"PrivacySuppressed",0.3981,"22000","17600","19300"
"184",107789,NA,NA,NA,NA,0.8559,0.0593,0.0254,0.0593,"0.6781609195","0.6129032258","PrivacySuppressed",NA,NA,25075,NA,"9833",0.5414,"PrivacySuppressed","14700","PrivacySuppressed"
"185",107831,NA,NA,NA,NA,0.9661,0.0169,0,0.0169,"0.5777777778","0.3636363636","PrivacySuppressed",NA,NA,19433,NA,"7485",0.4437,"11400","11400","11900"
"186",107840,NA,NA,NA,NA,0.005,0.9801,0,0.0149,NA,"PrivacySuppressed",NA,NA,NA,12253,NA,"9500",0.897,NA,NA,NA
"187",107877,0.4318,0,0,0,0.8504,0.0906,0,0.0236,"0.8632478632","0.9159663866","PrivacySuppressed",0.7049,0.5844,13239,NA,"9500",0.4704,"32200","25600","29100"
"188",107974,NA,NA,NA,NA,0.5406,0.4146,0.003,0.035,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,NA,NA,10666,"7372",0.5233,"25000","22700","26400"
"189",107983,0.3665,0.2,0.2022,0.4545,0.6311,0.2856,0.0065,0.0248,"0.7888446215","0.7855670103","0.8395604396",0.7142,0.6292,NA,10150,"9500",0.5034,"34000","27800","31300"
"190",107992,NA,NA,NA,NA,0.6093,0.3443,0.0027,0.0164,"0.6","0.6212121212","0.7307692308",NA,NA,NA,8112,"4000",0.196,"27700","22100","24400"
"191",108065,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,2608,NA,"PrivacySuppressed",0.7692,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"192",108092,0.2556,0.3125,0.1818,0.2615,0.7244,0.0466,0.0456,0.0885,"0.7923627685","0.8235294118","0.8663697105",0.5629,0.6612,NA,7536,"6877.5",0.5074,"30000","25600","27500"
"193",108232,0.2595,0.3956,0.1746,0.1875,0.2392,0.0685,0.0804,0.1141,"0.7650676507","0.8061674009","0.8716814159",NA,0.7644,31610,NA,"14750",0.4008,"36000","25700","32500"
"194",108250,0.3333,0.2727,0.2692,0.55,0.472,0.114,0.076,0.11,"0.5437992413","0.5898148148","0.7255813953",0.8599,NA,23144,NA,"13566",0.7137,"38800","29300","33900"
"195",108269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PrivacySuppressed",NA,NA,NA,NA,"PrivacySuppressed",NA,NA,NA,NA
"196",108348,NA,NA,NA,NA,0.2143,0.4286,0,0.3571,"0.4261363636","0.4122807018","0.5211267606",NA,NA,22072,NA,"9500",0.9579,"28400","24400","25800"
"197",108649,NA,NA,NA,NA,0.1265,0.4743,0.0672,0.2253,"0.5068493151","0.4509803922","PrivacySuppressed",NA,NA,10569,NA,"6333",0.7407,"21600","12500","14800"
"198",108667,NA,NA,NA,NA,0.1529,0.2128,0.3021,0.2196,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,NA,NA,4783,"6750",0.2273,"31900","22200","28600"
"199",108807,NA,NA,NA,NA,0.3565,0.0279,0.0418,0.5287,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,NA,NA,5038,"6000",0.2531,"29800","21100","25600"
"200",108852,NA,NA,NA,NA,0.4143,0.0821,0.0107,0.0964,"0.7846153846","0.6818181818","0.8235294118",0.2016,NA,39572,NA,"9500",0.5039,"27800","22300","25700"
"201",108861,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PrivacySuppressed","PrivacySuppressed",NA,NA,NA,NA,"PrivacySuppressed",NA,NA,NA,NA
"202",108870,NA,NA,NA,NA,NA,NA,NA,NA,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,NA,NA,NA,"PrivacySuppressed",NA,NA,NA,NA
"203",108977,NA,NA,NA,NA,0.1031,0.0619,0.0412,0.7835,"PrivacySuppressed",NA,NA,NA,NA,12476,NA,"3632",0.82,"PrivacySuppressed","12800","PrivacySuppressed"
"204",109040,NA,NA,NA,NA,0.0484,0.1494,0.0694,0.6454,"0.6068776866","0.5347163421","0.5924657534",NA,NA,18560,NA,"9500",0.7371,"29500","25100","28900"
"205",109086,NA,NA,NA,NA,0,0,0,0,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,NA,NA,NA,"PrivacySuppressed",NA,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"206",109208,NA,NA,NA,NA,0.4695,0.0989,0.1063,0.2063,"0.6666666667","0.7333333333","PrivacySuppressed",NA,NA,NA,6371,"6913",0.2843,"28400","21500","26000"
"207",109350,NA,NA,NA,NA,0.2401,0.2008,0.0323,0.4601,"0.5551020408","0.5862068966","0.7094594595",NA,NA,NA,5367,"8042",0.5291,"27000","20700","23400"
"208",109651,0.4375,0.7931,0,0.8571,0.2001,0.0116,0.3484,0.1097,"0.9198113208","0.8413173653","0.8944954128",0.809,0.764,43155,NA,"30000",0.3599,"56100","40600","46300"
"209",109721,NA,NA,NA,NA,0.097,0.4377,0.0166,0.385,"0.3957654723","0.3545454545","PrivacySuppressed",NA,NA,18327,NA,"6500",0.8116,"23500","19600","21300"
"210",109730,NA,NA,NA,NA,0.2353,0.3193,0,0.4454,"0.3838383838","0.2941176471","PrivacySuppressed",NA,NA,22023,NA,"7000",0.9442,"18000","13600","14200"
"211",109785,0.7072,0.6747,0.5217,0.5875,0.4714,0.0448,0.0912,0.2614,"PrivacySuppressed","0.9581993569","0.9703832753",0.8183,0.8496,29574,NA,"18500",0.2898,"50000","37400","44200"
"212",109819,NA,NA,NA,NA,0.2298,0.04,0.0377,0.6473,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,NA,NA,3849,"7750",0.3976,"29300","22000","24600"
"213",109907,NA,NA,NA,NA,0.3004,0.1398,0.0258,0.4509,NA,NA,NA,NA,NA,NA,8833,"PrivacySuppressed",0.4902,"31700","20800","26700"
"214",109934,NA,NA,NA,NA,0.1073,0.1299,0.0678,0.6045,"0.5053191489","0.5833333333","0.5447154472",NA,NA,23293,NA,"12630",0.7057,"16500","13200","17200"
"215",110060,NA,0.7273,1,NA,0.1111,0.1456,0.4751,0.2261,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",0.6686,0.8235,9481,NA,"PrivacySuppressed",0.3686,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"216",110097,0.7211,0.6941,0.45,0.7257,0.5165,0.0209,0.1613,0.1829,"0.9764102564","0.9710144928","0.9809220986",0.754,0.87,31176,NA,"19500",0.311,"40500","31900","36500"
"217",110185,0.5455,0.3333,0,0.6667,0.2602,0.0313,0.0241,0.0675,"0.7784090909","0.7370600414","0.7848443843",0.9912,0.8182,29322,NA,"26219",0.378,"28800","23400","27000"
"218",110194,NA,NA,NA,NA,0.1739,0.0652,0.1957,0.5435,"PrivacySuppressed","0.5614035088","PrivacySuppressed",NA,NA,21769,NA,"9392",0.8077,"39500","34900","41400"
"219",110219,0.0362,0.0625,0.0313,0.0568,0.5355,0.21,0.0181,0.1337,"0.7195121951","PrivacySuppressed","PrivacySuppressed",NA,NA,18575,NA,"9058",0.5675,"43700","30700","35500"
"220",110246,NA,NA,NA,NA,0.6006,0.0257,0.0547,0.1916,"0.7407407407","0.6766467066","0.765625",NA,NA,NA,4975,"7911",0.4845,"29400","21200","25700"
"221",110307,NA,NA,NA,NA,NA,NA,NA,NA,"PrivacySuppressed","PrivacySuppressed",NA,NA,NA,NA,NA,"PrivacySuppressed",NA,NA,NA,NA
"222",110316,NA,NA,NA,NA,0.4423,0.1442,0.0385,0.2212,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,NA,NA,NA,"18750",0.5067,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"223",110334,NA,NA,NA,NA,0.5089,0.0127,0.0333,0.3677,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,NA,NA,8234,"8000",0.2442,"32500","22800","27200"
"224",110361,0.6145,0.5,0.2162,0.4946,0.4068,0.0774,0.048,0.3225,"0.9175084175","0.9102244389","0.9100529101",0.7967,0.8252,27813,NA,"20000",0.4756,"40300","32400","34700"
"225",110370,0.4911,0.5349,0.4,0.7143,0.2917,0.039,0.162,0.1349,"0.9192546584","0.9","PrivacySuppressed",0.6369,0.8017,29997,NA,"22549",0.3336,"33300","26100","33100"
"226",110398,NA,NA,NA,NA,NA,NA,NA,NA,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,NA,NA,NA,"PrivacySuppressed",NA,"104800","84200","100800"
"227",110404,0.8925,0.9375,1,0.9231,0.2787,0.0153,0.4385,0.1221,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",0.0883,0.9717,25308,NA,"10750",0.1126,"77800","68200","64100"
"228",110413,0.6895,0.5588,0.9167,0.5938,0.5098,0.0432,0.0657,0.2547,"0.9621749409","0.9623188406","PrivacySuppressed",0.6097,0.8296,27918,NA,"19000",0.2722,"51000","35100","44500"
"229",110422,0.7824,0.6685,0.5,0.655,0.5872,0.007,0.1185,0.1516,"0.9818106656","0.9748031496","PrivacySuppressed",0.3089,0.9257,NA,18047,"16500",0.2012,"61800","45000","55100"
"230",110468,NA,NA,NA,NA,0.2161,0.1102,0.0212,0.3263,"0.8607594937","0.76","PrivacySuppressed",0.3855,0.8333,18078,NA,"3000",0.1232,"56000","52900","51500"
"231",110486,0.4437,0.3725,0.1667,0.4684,0.1835,0.0638,0.0678,0.5186,"0.8708010336","0.8719008264","0.9029345372",0.706,0.7317,NA,6297,"11000",0.626,"46500","31400","41800"
"232",110495,0.571,0.4186,0.5172,0.5279,0.2585,0.0246,0.1121,0.475,"PrivacySuppressed","0.8583333333","PrivacySuppressed",0.7272,0.8467,NA,6759,"12750",0.6006,"43400","29600","36600"
"233",110510,0.5333,0.4922,0.3815,0.4831,0.1588,0.0653,0.0605,0.5831,"0.8360982084","0.8544254658","0.8737424547",0.8445,0.8762,NA,6712,"14657.5",0.6281,"44600","30600","37300"
"234",110529,0.6059,0.6411,0.4,0.4972,0.2023,0.0329,0.2459,0.3864,"0.9577702703","PrivacySuppressed","PrivacySuppressed",0.5187,0.8883,NA,11085,"15000",0.4674,"50700","35400","44400"
"235",110538,0.6277,0.5528,0.4189,0.4676,0.4917,0.0213,0.0592,0.2627,"0.9430769231","0.9406850459","0.9453968254",0.7096,0.8739,NA,13640,"14500",0.4226,"44400","33200","41200"
"236",110547,0.5143,0.3226,0.2315,0.3676,0.0835,0.1472,0.0956,0.5732,"0.8443113772","0.8162313433","0.8570057582",0.4234,0.7966,NA,2416,"13250",0.6047,"42500","30900","37800"
"237",110556,0.6305,0.439,0.3868,0.4889,0.231,0.0353,0.1518,0.4541,"0.9122401848","0.9035893155","0.9371101871",0.594,0.8301,NA,6265,"13000",0.5699,"43000","30200","36600"
"238",110565,0.6227,0.6203,0.4306,0.491,0.2397,0.0205,0.2158,0.3857,"0.9252465031","0.9239311494","0.9373925009",0.4447,0.8856,NA,7237,"12500",0.443,"45000","32800","39700"
"239",110574,0.4149,0.4611,0.2709,0.3392,0.1725,0.1088,0.2378,0.2831,"0.9136563877","0.8763796909","PrivacySuppressed",0.7031,0.8057,NA,10340,"12500",0.4758,"51200","38300","44600"
"240",110583,0.7228,0.6786,0.5481,0.5877,0.1998,0.038,0.2318,0.3791,"0.9301621622","0.9344978166","0.9468085106",0.3546,0.899,NA,9389,"13750",0.4974,"46500","32900","40600"
"241",110592,0.4925,0.5308,0.3025,0.3969,0.0757,0.0423,0.1581,0.6083,"0.9052083333","0.9101978691","PrivacySuppressed",0.6107,0.839,NA,3287,"11402",0.663,"43400","32100","38100"
"242",110608,0.5746,0.5234,0.3371,0.4362,0.2446,0.0566,0.1125,0.4181,"0.8960093897","0.8936573051","0.9249052704",0.5286,0.7723,NA,8918,"11509",0.5227,"43100","30900","37900"
"243",110617,0.5132,0.3969,0.3179,0.4376,0.3028,0.0567,0.2112,0.276,"0.905027933","0.8533333333","0.9037433155",0.7265,0.827,NA,8953,"13479",0.5366,"46100","34800","42000"
"244",110635,0.9126,0.9405,0.7397,0.8473,0.2758,0.0209,0.3509,0.1384,"0.955465587","0.960199005","0.9579918033",0.1602,0.9609,NA,13707,"13597",0.3143,"60800","44000","52400"
"245",110644,0.8576,0.8453,0.6803,0.7788,0.2967,0.0209,0.342,0.1834,"0.9699441821","0.9692307692","PrivacySuppressed",0.4037,0.9317,NA,15514,"12999",0.4284,"56400","36800","47600"
"246",110653,0.8544,0.892,0.8125,0.8187,0.1607,0.0178,0.4071,0.2399,"0.9537414966","0.9615571776","0.9634300126",0.3742,0.9222,NA,12771,"15000",0.4536,"54500","36000","46800"
"247",110662,0.9137,0.9525,0.8089,0.8503,0.2784,0.0279,0.2997,0.1964,"0.961679576","0.9543054427","0.9563855961",0.1856,0.9685,NA,13399,"15000",0.3588,"59600","40900","49900"
"248",110671,0.6854,0.7233,0.7328,0.6623,0.1384,0.0453,0.3595,0.3616,"0.9272151899","PrivacySuppressed","0.8472222222",0.5829,0.8966,NA,13144,"17000",0.5752,"47200","31400","40500"
"249",110680,0.853,0.892,0.9615,0.7681,0.2247,0.0117,0.3849,0.1623,"0.9642939415","0.9687171399","0.9695667741",0.3329,0.946,NA,14136,"17382.5",0.4006,"59000","37900","48500"
"250",110699,NA,NA,NA,NA,NA,NA,NA,NA,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,NA,NA,NA,"PrivacySuppressed",NA,"126500","86300","127500"
"251",110705,0.8355,0.8251,0.75,0.783,0.3654,0.0214,0.1903,0.2534,"0.9504157684","0.9542981502","0.959042798",0.3634,0.9239,NA,15755,"14500",0.3806,"51400","35100","44800"
"252",110714,0.7867,0.7977,0.7327,0.7149,0.3465,0.0196,0.2035,0.3155,"0.9473684211","0.9501779359","PrivacySuppressed",0.5572,0.8895,NA,16086,"16500",0.4598,"43000","29900","38000"
"253",110778,NA,NA,NA,NA,0.5,0,0.125,0,"PrivacySuppressed","PrivacySuppressed",NA,NA,NA,NA,NA,"PrivacySuppressed",NA,NA,NA,NA
"254",110875,NA,NA,NA,NA,0.6129,0.0108,0.0215,0.3441,"0.7924528302","PrivacySuppressed",NA,NA,NA,12210,NA,"9046",0.5267,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"255",110918,NA,NA,NA,0,0.4375,0.125,0,0.3125,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,0.5,18360,NA,"PrivacySuppressed",0.5161,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"256",111009,NA,NA,NA,NA,0.0317,0.009,0.0271,0.0113,"0.6649122807","0.6567607727","0.7307206068",NA,NA,17377,NA,"9500",0.3722,"34000","28400","33100"
"257",111054,NA,NA,NA,NA,0.2462,0.0769,0.0359,0.5949,"0.6704545455","0.686746988","PrivacySuppressed",NA,NA,15333,NA,"6333",0.5159,"17800","15900","16200"
"258",111081,0.6667,1,0.5833,0.5882,0.3975,0.0698,0.129,0.1353,"0.7743362832","0.8646616541","0.865470852",0.2442,0.8663,44478,NA,"27000",0.3226,"32100","26600","28900"
"259",111188,0.6154,0.3077,0,0.4375,0.5435,0.0181,0.0888,0.171,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",0.667,0.8291,NA,15472,"21000",0.3435,"79400","65500","71900"
"260",111391,NA,NA,NA,NA,NA,NA,NA,NA,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,NA,NA,NA,"PrivacySuppressed",NA,"83100","66500","78000"
"261",111434,NA,NA,NA,NA,0.2808,0.0387,0.1243,0.4605,"PrivacySuppressed","PrivacySuppressed",NA,NA,NA,NA,2668,"6000",0.1492,"31700","25900","28500"
"262",111461,NA,NA,NA,NA,0.3583,0.0454,0.0798,0.4553,"0.7790697674","0.8536585366","0.7692307692",NA,NA,NA,5507,"5500",0.2137,"34400","27200","31500"
"263",111513,NA,NA,NA,NA,0.5287,0.0255,0.1146,0.2994,"0.7123287671","0.656","0.7547169811",NA,NA,13513,NA,"6333",0.5836,"18900","17900","18900"
"264",111638,NA,NA,NA,NA,0.2197,0.1435,0.1368,0.4888,"0.685483871","0.7424511545","0.7488038278",0.875,NA,19899,NA,"14820",0.7701,"46500","41300","46700"
"265",111708,NA,NA,NA,NA,0.2213,0.1502,0.0079,0.5771,"0.4076495587","0.3533091867","0.3925485961",NA,NA,13841,NA,"5278",0.5969,"21700","17500","20500"
"266",111717,NA,NA,NA,NA,0.052,0.0214,0.0306,0.8746,"0.4076495587","0.3533091867","0.3925485961",NA,NA,10776,NA,"5278",0.5589,"21700","17500","20500"
"267",111726,NA,NA,NA,NA,0.0115,0,0,0.9846,"0.4076495587","0.3533091867","0.3925485961",NA,NA,9529,NA,"5278",0.3157,"21700","17500","20500"
"268",111744,NA,NA,NA,NA,0.2414,0.1034,0,0.5776,"0.4076495587","0.3533091867","0.3925485961",NA,NA,13851,NA,"5278",0.6955,"21700","17500","20500"
"269",111762,NA,NA,NA,NA,0,0.0104,0,0.9792,"0.4076495587","0.3533091867","0.3925485961",NA,NA,8540,NA,"5278",0.3518,"21700","17500","20500"
"270",111799,NA,NA,NA,NA,0.0185,0,0,0.9815,"0.4076495587","0.3533091867","0.3925485961",NA,NA,9173,NA,"5278",0.2536,"21700","17500","20500"
"271",111887,NA,NA,NA,NA,0.0777,0.0518,0.0917,0.6792,"PrivacySuppressed","PrivacySuppressed","0.75",NA,NA,NA,9214,"3500",0.3847,"31000","23400","27300"
"272",111896,NA,NA,NA,NA,0.4648,0.0427,0.0336,0.3829,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,NA,NA,7359,"PrivacySuppressed",0.2087,"25900","20200","25400"
"273",111920,NA,NA,NA,NA,0.1845,0.1204,0.2339,0.3646,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,NA,NA,6046,"7100",0.2354,"33800","25800","29800"
"274",111939,NA,NA,NA,NA,0.1835,0.0841,0.0566,0.6032,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,NA,NA,8095,"3500",0.3467,"27900","22100","26000"
"275",111948,0.7405,0.7353,0.625,0.8091,0.6049,0.0132,0.1029,0.1431,"0.9257907543","0.9083665339","0.9247382199",0.4704,0.9112,35602,NA,"19000",0.2007,"50100","41100","47100"
"276",111966,NA,NA,NA,NA,0.087,0.3188,0.1014,0.2029,"0.8476821192","PrivacySuppressed","0.8727272727",1,1,21878,NA,"23750",0.5176,"56900","66200","76100"
"277",112075,0.6098,0.5,0.1429,0.5833,0.4628,0.0324,0.0626,0.1783,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",0.8608,0.7855,24698,NA,"17750",0.2933,"42500","31400","38200"
"278",112084,0.4615,NA,0,0.5,0.4574,0.1372,0.0223,0.1989,"0.9305555556","0.9197530864","PrivacySuppressed",0.555,0.7253,27734,NA,"15544",0.5336,"33900","25300","33000"
"279",112127,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PrivacySuppressed",NA,NA,NA,NA,NA,"PrivacySuppressed",NA,NA,NA,NA
"280",112172,NA,NA,NA,NA,0.1992,0.0394,0.086,0.5962,"0.625","0.65","PrivacySuppressed",NA,NA,NA,3179,"5500",0.3228,"28100","22500","26600"
"281",112181,NA,NA,NA,NA,0.7238,0.0095,0.0095,0.1238,NA,NA,NA,NA,NA,6817,NA,"PrivacySuppressed",0.4,NA,NA,NA
"282",112190,NA,NA,NA,NA,0.2317,0.079,0.3421,0.2333,"0.7070707071","0.8099173554","0.8412698413",NA,NA,NA,3731,"6033",0.2443,"36300","23800","29500"
